Model;Param Combo;lb;ub;k_C;k_N;k_O;k_d;YX_CO2;YX_O2;YX_C;YX_N;Xmax;mu_max;pH_LL;pH_UL;I_val;t_lag;t_value_k_C;t_value_k_N;t_value_k_O;t_value_k_d;t_value_YX_CO2;t_value_YX_O2;t_value_YX_C;t_value_YX_N;t_value_Xmax;t_value_mu_max;t_value_pH_LL;t_value_pH_UL;t_value_I_val;t_value_t_lag;RMSE_X;NMRSE_X;MAPE_X;RMSE_C;NMRSE_C;MAPE_C;RMSE_N;NMRSE_N;MAPE_N;RMSE_pH;NMRSE_pH;MAPE_pH;RMSE;NMRSE;MAPE;AIC;BIC
Model_iteration_41;['Xmax'];[1.15];[1.2];;;;;;;;;1.177681571;;;;;;;;;;;;;;11227.76737;;;;;;0.106410085;0.108472029;9.247654996;0.26229901;0.098282274;4.899650604;0.044327001;0.349443129;4.127472254;0.041822979;0.052278724;0.550762638;0.144773894;0.020799893;4.706385123;-152.6065686;-150.9176892
Model_iteration_2;['Xmax'];[1.15];[1.2];;;;;;;;;1.177771554;;;;;;;;;;;;;;11227.71503;;;;;;0.106457076;0.108519932;9.250939523;0.262332528;0.098294833;4.900920419;0.044324035;0.349419746;4.127138065;0.04183872;0.0522984;0.550963441;0.144798621;0.020803445;4.707490362;-152.5929057;-150.9040262
Model_iteration_47;['YX_N', 'Xmax'];[10.0, 1.15];[15.0, 1.2];;;;;;;;10.68610011;1.168536875;;;;;;;;;;;;;786.4853314;11229.1417;;;;;;0.101727146;0.103698348;8.897755957;0.259240792;0.097136374;4.764793763;0.024573195;0.193717917;2.021755635;0.040280892;0.050351115;0.529087676;0.141227293;0.020290347;4.053348258;-152.5907746;-149.2130157
Model_iteration_24;['YX_N', 'Xmax'];[10.0, 1.15];[15.0, 1.2];;;;;;;;10.29711583;1.169323989;;;;;;;;;;;;;816.4922594;11228.52931;;;;;;0.102101009;0.104079455;8.925202773;0.259434619;0.097209;4.775394989;0.025008508;0.197149618;2.064894695;0.04040019;0.050500237;0.530781173;0.141411225;0.020316773;4.074068407;-152.4866515;-149.1088926
Model_iteration_11;['YX_N', 'Xmax', 'pH_UL'];[10.0, 1.15, 5.5];[15.0, 1.2, 21.0];;;;;;;;12.5834818;1.190705262;;;7.1631626;;;;;;;;;;549.2985787;3827.052215;;;14033.00866;;;0.105409604;0.107452162;8.016861647;0.249594041;0.093521779;4.442006095;0.027568254;0.217328869;2.362961409;0.044601664;0.05575208;0.603752167;0.137983411;0.019824293;3.856395329;-152.4497447;-147.3831063
Model_iteration_50;['Xmax', 'mu_max'];[1.15, 0.08];[1.2, 0.16];;;;;;;;;1.166276133;0.14870817;;;;;;;;;;;;;7805.779642;14900.36638;;;;;0.100159535;0.102100361;8.675612629;0.257800711;0.096596782;4.717206402;0.044755168;0.3528185;4.174848763;0.039732242;0.049665303;0.515504793;0.141487468;0.020327727;4.520793147;-152.4435303;-149.0657714
Model_iteration_9;['YX_N', 'Xmax', 'pH_UL'];[10.0, 1.15, 5.5];[15.0, 1.2, 21.0];;;;;;;;13.10774145;1.188120054;;;7.205390057;;;;;;;;;;544.048776;2765.375228;;;12138.82883;;;0.104592314;0.106619035;7.955733013;0.250132474;0.093723528;4.348991526;0.028382525;0.223748016;2.385481016;0.043358837;0.054198546;0.581273921;0.138013915;0.019828676;3.817869869;-152.4320611;-147.3654227
Model_iteration_16;['YX_N', 'Xmax'];[10.0, 1.15];[15.0, 1.2];;;;;;;;14.41771487;1.168796518;;;;;;;;;;;;;584.8129422;11229.93039;;;;;;0.101897615;0.10387212;8.915702858;0.259396054;0.09719455;4.77163008;0.030459558;0.240121889;2.566301288;0.040336759;0.050420949;0.530241766;0.141619451;0.020346689;4.195968998;-152.3689393;-148.9911804
Model_iteration_23;['Xmax'];[1.15];[1.2];;;;;;;;;1.179239295;;;;;;;;;;;;;;11227.60911;;;;;;0.107228287;0.109306086;9.304473127;0.262892272;0.098504567;4.921591607;0.04427573;0.349038944;4.12168896;0.042100181;0.052625227;0.554257884;0.145209347;0.020862455;4.725502895;-152.3663046;-150.6774251
Model_iteration_6;['Xmax', 'mu_max', 'pH_UL'];[1.15, 0.08, 5.5];[1.2, 0.16, 21.0];;;;;;;;;1.176311662;0.129464711;;7.338349555;;;;;;;;;;;2431.777852;3682.677379;;9108.295317;;;0.100480594;0.102427641;7.334701544;0.249163196;0.093360343;4.478057226;0.045709321;0.360340375;4.263242737;0.045401058;0.056751322;0.617444083;0.13813874;0.01984661;4.173361397;-152.3597388;-147.2931004
Model_iteration_18;['YX_N', 'Xmax', 'mu_max'];[10.0, 1.15, 0.08];[15.0, 1.2, 0.16];;;;;;;;14.67373382;1.168590863;0.141772138;;;;;;;;;;;;541.020112;7402.131645;13993.74287;;;;;0.098551721;0.100461392;7.88757352;0.253169059;0.094861322;4.486986635;0.031605041;0.249152077;2.683376845;0.03943283;0.049291037;0.490480067;0.138167327;0.019850717;3.887104267;-152.3431852;-147.2765468
Model_iteration_37;['Xmax'];[1.15];[1.2];;;;;;;;;1.17985826;;;;;;;;;;;;;;11226.02795;;;;;;0.107555784;0.10963993;9.327036487;0.263135567;0.098595729;4.930301696;0.044255373;0.348878466;4.119391874;0.042211559;0.052764449;0.555641594;0.145386491;0.020887905;4.733092913;-152.2687701;-150.5798906
Model_iteration_23;['Xmax', 'mu_max'];[1.15, 0.08];[1.2, 0.16];;;;;;;;;1.161702805;0.151429254;;;;;;;;;;;;;7935.121796;15196.95321;;;;;0.099273634;0.101197293;8.834771442;0.259069432;0.097072166;4.79015817;0.04479862;0.353161045;4.181344822;0.039607146;0.049508933;0.525065355;0.141904781;0.020387683;4.582834947;-152.2079203;-148.8301614
Model_iteration_35;['YX_N', 'Xmax'];[10.0, 1.15];[15.0, 1.2];;;;;;;;11.23475094;1.171504831;;;;;;;;;;;;;750.9031946;11227.59788;;;;;;0.103185622;0.105185085;9.007589383;0.260078202;0.097450147;4.807156544;0.024542581;0.193476573;2.08480607;0.040750879;0.050938599;0.535890898;0.141907466;0.020388068;4.108860724;-152.2064064;-148.8286475
Model_iteration_20;['YX_N', 'Xmax'];[10.0, 1.15];[15.0, 1.2];;;;;;;;12.1781482;1.171288761;;;;;;;;;;;;;693.1776327;11227.98701;;;;;;0.103091911;0.105089558;9.002142883;0.260040716;0.097436102;4.805029845;0.025559354;0.201492101;2.186040192;0.040720846;0.050901057;0.535566017;0.141915982;0.020389292;4.132194734;-152.2016057;-148.8238468
Model_iteration_31;['YX_N', 'Xmax'];[10.0, 1.15];[15.0, 1.2];;;;;;;;14.87746737;1.169984394;;;;;;;;;;;;;567.5974125;11229.32788;;;;;;0.102478756;0.104464523;8.959766764;0.259724236;0.097317518;4.788620883;0.031513096;0.248427247;2.685536014;0.040523325;0.050654157;0.532970472;0.141945226;0.020393493;4.241723533;-152.185122;-148.8073631
Model_iteration_48;['Xmax'];[1.15];[1.2];;;;;;;;;1.180497986;;;;;;;;;;;;;;11225.51816;;;;;;0.107896008;0.109986746;9.350361767;0.263392087;0.098691846;4.939309761;0.044234333;0.348712605;4.117017068;0.042327654;0.052909567;0.557073455;0.145572359;0.020914609;4.740940513;-152.1665603;-150.4776809
Model_iteration_15;['Xmax'];[1.15];[1.2];;;;;;;;;1.180720604;;;;;;;;;;;;;;11225.33942;;;;;;0.1080147;0.110107738;9.358476768;0.263482455;0.098725706;4.942441235;0.044227014;0.348654905;4.116190827;0.042368215;0.052960269;0.557570969;0.145637627;0.020923986;4.74366995;-152.1306999;-150.4418205
Model_iteration_33;['YX_N', 'Xmax', 'mu_max', 'pH_UL'];[10.0, 1.15, 0.08, 5.5];[15.0, 1.2, 0.16, 21.0];;;;;;;;10.34025482;1.182145469;0.151389539;;6.951281563;;;;;;;;;;608.5030796;1483.111235;1726.828061;;11426.33137;;;0.099654681;0.101585725;8.184660635;0.245401644;0.091950906;4.54460234;0.026205147;0.206583087;2.281433307;0.047026161;0.058782702;0.636259499;0.13513992;0.019415764;3.911738945;-152.1155674;-145.3600496
Model_iteration_13;['Xmax', 'mu_max'];[1.15, 0.08];[1.2, 0.16];;;;;;;;;1.191842622;0.134531112;;;;;;;;;;;;;6973.412171;13219.73673;;;;;0.108090502;0.110185009;7.745191873;0.25562823;0.095782763;4.518334344;0.044571991;0.351374461;4.143540327;0.043255636;0.054069545;0.544777054;0.142203253;0.020430565;4.2379609;-152.0398307;-148.6620718
Model_iteration_45;['YX_N', 'Xmax', 'mu_max'];[10.0, 1.15, 0.08];[15.0, 1.2, 0.16];;;;;;;;13.52360683;1.177271769;0.118624895;;;;;;;;;;;;473.1728031;5636.214418;10750.43264;;;;;0.102533574;0.104520402;7.755902906;0.251495085;0.094234092;4.636280603;0.030616253;0.241357168;2.526398378;0.048698481;0.060873101;0.657844971;0.138809049;0.019942914;3.894106715;-151.9724831;-146.9058447
Model_iteration_12;['Xmax'];[1.15];[1.2];;;;;;;;;1.181761258;;;;;;;;;;;;;;11224.49299;;;;;;0.108572561;0.110676409;9.396424216;0.263912993;0.098887027;4.957097956;0.044192802;0.348385199;4.112327378;0.042559467;0.053199334;0.55989867;0.145947234;0.020968468;4.756437055;-151.9608106;-150.2719312
Model_iteration_45;['Xmax', 'mu_max'];[1.15, 0.08];[1.2, 0.16];;;;;;;;;1.173520283;0.147224716;;;;;;;;;;;;;7740.419054;14783.80423;;;;;0.103018299;0.10501452;8.756943414;0.25847969;0.096851192;4.749032106;0.044577634;0.351418945;4.153929081;0.040594013;0.050742516;0.520619669;0.142354803;0.020452338;4.545131067;-151.9546181;-148.5768592
Model_iteration_48;['Xmax', 'mu_max'];[1.15, 0.08];[1.2, 0.16];;;;;;;;;1.19346728;0.133477364;;;;;;;;;;;;;6907.335146;13098.85765;;;;;0.108713838;0.110820423;7.654049082;0.255675028;0.095800298;4.494974737;0.04457478;0.351396448;4.14290132;0.043658736;0.054573421;0.55244226;0.142373992;0.020455095;4.21109185;-151.9438348;-148.5660759
Model_iteration_31;['Xmax', 'mu_max'];[1.15, 0.08];[1.2, 0.16];;;;;;;;;1.151633403;0.155560315;;;;;;;;;;;;;8116.553558;15600.6055;;;;;0.096891837;0.098769343;8.943862798;0.261030479;0.097806962;4.895252661;0.044979287;0.354585297;4.20376666;0.039307739;0.049134674;0.530902815;0.142384316;0.020456578;4.643446233;-151.9380341;-148.5602752
Model_iteration_7;['YX_N', 'Xmax'];[10.0, 1.15];[15.0, 1.2];;;;;;;;14.72890464;1.172036881;;;;;;;;;;;;;574.5443526;11229.05856;;;;;;0.10348984;0.105495198;9.034358137;0.260315591;0.097539096;4.817406003;0.031088441;0.245079566;2.638083753;0.040851661;0.051064576;0.537581741;0.142398826;0.020458663;4.256857409;-151.9298818;-148.5521229
Model_iteration_41;['YX_C', 'YX_N', 'Xmax'];[0.35, 10.0, 1.15];[0.8, 15.0, 1.2];;;;;;;0.490219939;11.59504603;1.155291362;;;;;;;;;;;;162.1309057;715.2610796;11205.61;;;;;;0.095790983;0.097647158;8.417379698;0.25672235;0.096192725;4.801050408;0.024968151;0.196831474;2.144756283;0.038491269;0.048114087;0.499199496;0.13891298;0.019957846;3.965596471;-151.912607;-146.8459686
Model_iteration_28;['YX_N', 'Xmax'];[10.0, 1.15];[15.0, 1.2];;;;;;;;11.2156323;1.175208861;;;;;;;;;;;;;755.1443454;11226.43909;;;;;;0.105049213;0.107084788;9.142534863;0.261252481;0.097890145;4.859238876;0.024530806;0.193383748;2.077988967;0.041364041;0.051705051;0.544219251;0.142829392;0.020520523;4.155995489;-151.6883541;-148.3105952
Model_iteration_11;['YX_N', 'Xmax'];[10.0, 1.15];[15.0, 1.2];;;;;;;;10.81476261;1.175687038;;;;;;;;;;;;;783.1897754;11226.03718;;;;;;0.105287505;0.107327697;9.15878398;0.261403179;0.097946611;4.86552306;0.024567199;0.193670645;2.028809806;0.041443114;0.051803893;0.545214751;0.142949431;0.020537769;4.149582899;-151.621147;-148.2433881
Model_iteration_46;['Xmax'];[1.15];[1.2];;;;;;;;;1.183869112;;;;;;;;;;;;;;11222.91114;;;;;;0.109714147;0.111840116;9.473183823;0.264822441;0.099227793;4.986753336;0.044123576;0.347839467;4.104505334;0.042953473;0.053691841;0.564602511;0.146594688;0.021061489;4.782261251;-151.6066981;-149.9178187
Model_iteration_19;['YX_C', 'Xmax'];[0.35, 1.15];[0.8, 1.2];;;;;;;0.494306461;;1.181338675;;;;;;;;;;;;165.129012;;11191.72831;;;;;;0.108349103;0.110448621;9.381565641;0.257818985;0.096603629;4.740788856;0.044206446;0.348492758;4.113870161;0.042482865;0.053103582;0.558990595;0.143151284;0.02056677;4.698803813;-151.5082621;-148.1305032
Model_iteration_19;['YX_N', 'Xmax', 'mu_max'];[10.0, 1.15, 0.08];[15.0, 1.2, 0.16];;;;;;;;10.5340978;1.192023794;0.125056024;;;;;;;;;;;;659.1968333;6065.272658;11702.83733;;;;;0.107288465;0.109367431;7.345575777;0.252306954;0.094538295;4.471716313;0.026625883;0.209899872;2.262945737;0.046017229;0.057521536;0.611437391;0.139638942;0.020062146;3.672918804;-151.4956137;-146.4289754
Model_iteration_35;['Xmax'];[1.15];[1.2];;;;;;;;;1.184595866;;;;;;;;;;;;;;11223.32489;;;;;;0.110111784;0.112245458;9.499674597;0.265148349;0.099349909;4.996987382;0.044099712;0.347651342;4.101807452;0.043091448;0.05386431;0.566223513;0.146824648;0.021094528;4.791173236;-151.4813018;-149.7924223
Model_iteration_23;['YX_N', 'Xmax'];[10.0, 1.15];[15.0, 1.2];;;;;;;;14.23027107;1.176000273;;;;;;;;;;;;;597.0434073;11226.26496;;;;;;0.105492995;0.107537169;9.178091042;0.261600582;0.098020577;4.872895423;0.029772621;0.234706561;2.483675471;0.041513408;0.05189176;0.546446441;0.143329523;0.020592377;4.270277095;-151.4087155;-148.0309566
Model_iteration_40;['YX_N', 'Xmax', 'mu_max'];[10.0, 1.15, 0.08];[15.0, 1.2, 0.16];;;;;;;;10.9231149;1.192244245;0.129068819;;;;;;;;;;;;662.7650748;6550.22099;12418.88283;;;;;0.107394032;0.109475043;7.45200127;0.253136116;0.094848979;4.354766915;0.026040214;0.205282872;2.185874909;0.044507195;0.055633994;0.582792246;0.139884197;0.020097382;3.643858835;-151.3552289;-146.2885906
Model_iteration_12;['YX_N', 'Xmax'];[10.0, 1.15];[15.0, 1.2];;;;;;;;12.00375199;1.177327196;;;;;;;;;;;;;707.6852661;11224.6351;;;;;;0.10615256;0.108209514;9.221807505;0.262022194;0.098178553;4.889819386;0.025202255;0.198676986;2.161565708;0.041733359;0.052166699;0.549109149;0.1434406;0.020608336;4.205575437;-151.3467413;-147.9689824
Model_iteration_39;['YX_N', 'Xmax', 'mu_max'];[10.0, 1.15, 0.08];[15.0, 1.2, 0.16];;;;;;;;12.14095921;1.172687075;0.145336202;;;;;;;;;;;;673.6077948;7620.493771;14508.5332;;;;;0.101758428;0.103730236;8.479729676;0.256600341;0.096147009;4.667545745;0.025796987;0.203365438;2.210153559;0.040198809;0.050248511;0.503320839;0.140071358;0.020124272;3.965187455;-151.2482628;-146.1816244
Model_iteration_45;['YX_C', 'Xmax'];[0.35, 1.15];[0.8, 1.2];;;;;;;0.50674676;;1.189549024;;;;;;;;;;;;162.3791494;;11189.38916;;;;;;0.112880024;0.115067339;9.681379338;0.256704925;0.096186196;4.777979616;0.043936713;0.346366376;4.08336379;0.044062322;0.055077903;0.577325341;0.14362385;0.020634664;4.780012021;-151.2446039;-147.866845
Model_iteration_38;['Xmax'];[1.15];[1.2];;;;;;;;;1.185951524;;;;;;;;;;;;;;11228.68441;;;;;;0.110858649;0.113006795;9.549085806;0.265772602;0.099583814;5.016077848;0.044055216;0.347300564;4.096774919;0.043351632;0.054189541;0.56924481;0.147262471;0.02115743;4.807795846;-151.2431011;-149.5542217
Model_iteration_26;['Xmax'];[1.15];[1.2];;;;;;;;;1.186009993;;;;;;;;;;;;;;11228.65617;;;;;;0.110891009;0.113039783;9.551216785;0.265800002;0.099594081;5.016901221;0.044053297;0.34728544;4.096557868;0.043362935;0.054203669;0.569375045;0.147281613;0.02116018;4.80851273;-151.2327032;-149.5438238
Model_iteration_32;['YX_N', 'Xmax'];[10.0, 1.15];[15.0, 1.2];;;;;;;;12.77870056;1.177837212;;;;;;;;;;;;;665.5436088;11224.10166;;;;;;0.106428686;0.108490992;9.242214464;0.262230851;0.098256735;4.897682683;0.026501896;0.208922446;2.235421477;0.041826782;0.052283477;0.550375847;0.143652284;0.020638749;4.231423618;-151.2287677;-147.8510087
Model_iteration_45;['Xmax'];[1.15];[1.2];;;;;;;;;1.186361418;;;;;;;;;;;;;;11223.40775;;;;;;0.111085768;0.113238315;9.564024745;0.265965515;0.099656097;5.021850073;0.044041766;0.347194541;4.095253291;0.04343101;0.054288763;0.570157683;0.147397111;0.021176774;4.812821448;-151.1699922;-149.4811128
Model_iteration_3;['Xmax'];[1.15];[1.2];;;;;;;;;1.186391262;;;;;;;;;;;;;;11223.39144;;;;;;0.111102328;0.113255196;9.565112385;0.265979635;0.099661388;5.022270332;0.044040787;0.347186823;4.095142506;0.043436802;0.054296003;0.570224135;0.147406954;0.021178188;4.81318734;-151.1646498;-149.4757704
Model_iteration_38;['YX_N', 'Xmax'];[10.0, 1.15];[15.0, 1.2];;;;;;;;14.02764763;1.177838138;;;;;;;;;;;;;606.7849499;11224.18824;;;;;;0.106443476;0.108506068;9.244721097;0.262259765;0.09826757;4.898624393;0.029237828;0.230490627;2.416838718;0.041832443;0.052290554;0.550545904;0.143801253;0.020660152;4.277682528;-151.1458494;-147.7680905
Model_iteration_8;['Xmax'];[1.15];[1.2];;;;;;;;;1.186578876;;;;;;;;;;;;;;11223.21536;;;;;;0.111206503;0.113361389;9.571950002;0.266068642;0.099694739;5.024912378;0.044034632;0.3471383;4.094446035;0.043473254;0.054341568;0.57064186;0.147468964;0.021187097;4.815487569;-151.1310033;-149.4421239
Model_iteration_43;['YX_N', 'Xmax'];[10.0, 1.15];[15.0, 1.2];;;;;;;;10.39231101;1.178876338;;;;;;;;;;;;;817.3676876;11222.84081;;;;;;0.106936772;0.109008922;9.273655061;0.26254992;0.098376289;4.909888226;0.025049303;0.197471215;2.068112633;0.041997027;0.052496284;0.552278083;0.143839452;0.02066564;4.200983501;-151.1246016;-147.7468427
Model_iteration_2;['YX_C', 'YX_N', 'Xmax', 'mu_max'];[0.35, 10.0, 1.15, 0.08];[0.8, 15.0, 1.2, 0.16];;;;;;;0.497403123;11.67866834;1.180279985;0.1331309;;;;;;;;;;;150.7111722;637.6346315;6817.691438;12897.52646;;;;;0.10195812;0.103933798;7.379255898;0.249178314;0.093366008;4.252125333;0.026015192;0.205085614;2.243525393;0.041863354;0.052329192;0.54935492;0.136852677;0.019661839;3.606065386;-151.1080225;-144.3525047
Model_iteration_34;['Xmax'];[1.15];[1.2];;;;;;;;;1.186931761;;;;;;;;;;;;;;11223.10487;;;;;;0.111402783;0.113561473;9.584810653;0.266237146;0.099757876;5.02988183;0.044023056;0.347047045;4.093136038;0.043542;0.0544275;0.571427391;0.147586189;0.021203939;4.819813978;-151.0674352;-149.3785557
Model_iteration_47;['Xmax', 'mu_max'];[1.15, 0.08];[1.2, 0.16];;;;;;;;;1.165350638;0.111073091;;;;;;;;;;;;;4925.751574;9545.317248;;;;;0.103462688;0.10546752;8.258334603;0.259506072;0.097235773;4.927261946;0.046795008;0.368899173;4.374568322;0.055321905;0.069152381;0.721708702;0.144307151;0.020732835;4.570468393;-150.8649007;-147.4871418
Model_iteration_28;['YX_N', 'Xmax', 'mu_max'];[10.0, 1.15, 0.08];[15.0, 1.2, 0.16];;;;;;;;12.85132992;1.17311445;0.114352494;;;;;;;;;;;;471.7287673;5237.490379;10082.41838;;;;;0.10336323;0.105366135;8.087915703;0.254883537;0.09550373;4.76698516;0.02975867;0.234596581;2.493364131;0.052173555;0.065216943;0.69579341;0.140763306;0.020223685;4.011014601;-150.8540385;-145.7874002
Model_iteration_37;['YX_C', 'Xmax', 'pH_UL'];[0.35, 1.15, 5.5];[0.8, 1.2, 21.0];;;;;;;0.45691376;;1.165043039;;;7.065693435;;;;;;;;;146.8228226;;8997.24638;;;37239.69044;;;0.095536857;0.097388108;7.606271812;0.256857781;0.09624347;4.690752055;0.046246125;0.364572162;4.328179408;0.045508769;0.056885961;0.620700004;0.140812786;0.020230794;4.31147582;-150.8259223;-145.7592839
Model_iteration_19;['YX_C', 'YX_N', 'Xmax'];[0.35, 10.0, 1.15];[0.8, 15.0, 1.2];;;;;;;0.50265833;12.21703414;1.173322546;;;;;;;;;;;;161.0024085;692.5597009;11195.79692;;;;;;0.104112473;0.106129897;9.077310805;0.257238855;0.096386257;4.843511471;0.025584893;0.201693432;2.187492075;0.041054863;0.051318579;0.540214675;0.140846835;0.020235686;4.162132256;-150.8065802;-145.7399419
Model_iteration_25;['Xmax', 'mu_max'];[1.15, 0.08];[1.2, 0.16];;;;;;;;;1.164449077;0.110901985;;;;;;;;;;;;;4909.273752;9515.778117;;;;;0.103371921;0.105374995;8.259607703;0.259896832;0.097382189;4.939043003;0.046834047;0.369206935;4.378876057;0.055510954;0.069388693;0.722761868;0.144487899;0.020758803;4.575072158;-150.7647617;-147.3870028
Model_iteration_11;['YX_N', 'Xmax', 'mu_max', 'pH_UL'];[10.0, 1.15, 0.08, 5.5];[15.0, 1.2, 0.16, 21.0];;;;;;;;13.08592131;1.163626585;0.126127382;;7.334096162;;;;;;;;;;485.3165352;2163.440892;3656.867101;;8527.184877;;;0.097302678;0.099188146;7.491305692;0.251134298;0.094098906;4.640732642;0.029947233;0.236083079;2.477406801;0.04736107;0.059201337;0.637435001;0.137546496;0.019761521;3.811720034;-150.7034613;-143.9479435
Model_iteration_13;['YX_N', 'Xmax'];[10.0, 1.15];[15.0, 1.2];;;;;;;;14.8967898;1.18047065;;;;;;;;;;;;;573.2541369;11223.57148;;;;;;0.107840005;0.109929657;9.34212242;0.263297063;0.09865624;4.936215707;0.03119246;0.245899581;2.649140471;0.042306657;0.052883321;0.556533038;0.144669997;0.020784966;4.371002909;-150.6640008;-147.2862419
Model_iteration_11;['Xmax'];[1.15];[1.2];;;;;;;;;1.189135274;;;;;;;;;;;;;;11221.83688;;;;;;0.112638201;0.11482083;9.665106927;0.267321367;0.100164129;5.060911732;0.043950812;0.346477518;4.084956167;0.043976612;0.054970765;0.57632777;0.14833551;0.021311595;4.846825649;-150.6622891;-148.9734097
Model_iteration_42;['YX_N', 'Xmax'];[10.0, 1.15];[15.0, 1.2];;;;;;;;14.78764607;1.180838551;;;;;;;;;;;;;577.6789126;11223.34022;;;;;;0.108035233;0.110128669;9.355357263;0.263444301;0.09871141;4.941329047;0.030923142;0.243776466;2.618686584;0.042373328;0.05296666;0.55734443;0.144763817;0.020798445;4.368179331;-150.612137;-147.2343781
Model_iteration_35;['YX_N', 'Xmax', 'mu_max'];[10.0, 1.15, 0.08];[15.0, 1.2, 0.16];;;;;;;;12.59409496;1.167661593;0.113549903;;;;;;;;;;;;474.482918;5153.472699;9921.701807;;;;;0.102235865;0.104216925;8.082204188;0.256218222;0.09600383;4.826247617;0.029466121;0.232290329;2.485265009;0.052861937;0.066077421;0.700216711;0.141211354;0.020288057;4.023483381;-150.5998037;-145.5331654
Model_iteration_42;['Xmax', 'pH_UL'];[1.15, 5.5];[1.2, 21.0];;;;;;;;;1.193838453;;;7.329431735;;;;;;;;;;;5344.140614;;;38038.37331;;;0.111110034;0.113263052;8.815359696;0.26085682;0.097741892;4.804883615;0.044181383;0.348295181;4.105407528;0.043387344;0.05423418;0.521706303;0.145108732;0.020847999;4.561839285;-150.4217554;-147.0439964
Model_iteration_1;['Xmax'];[1.15];[1.2];;;;;;;;;1.19063409;;;;;;;;;;;;;;11207.91893;;;;;;0.1134882;0.1156873;9.719728847;0.268090324;0.100452254;5.082025217;0.043901702;0.346090372;4.079391748;0.044277406;0.055346757;0.579655334;0.148862219;0.021387269;4.865200286;-150.3787284;-148.6898489
Model_iteration_46;['YX_N', 'Xmax', 'mu_max'];[10.0, 1.15, 0.08];[15.0, 1.2, 0.16];;;;;;;;14.31700024;1.169394903;0.14976992;;;;;;;;;;;;588.1918974;7920.734592;15126.32167;;;;;0.102080485;0.104058534;8.909554251;0.259357459;0.097180088;4.77250649;0.030213482;0.238181998;2.536896385;0.040382795;0.050478494;0.529881997;0.141624805;0.020347458;4.187209781;-150.365915;-145.2992766
Model_iteration_14;['YX_C', 'Xmax'];[0.35, 1.15];[0.8, 1.2];;;;;;;0.519047474;;1.187806405;;;;;;;;;;;;158.2652481;;11191.66174;;;;;;0.111902637;0.114071013;9.618451631;0.260831114;0.09773226;4.972589452;0.043993574;0.346814627;4.089805885;0.043717874;0.054647343;0.573491039;0.145259903;0.020869718;4.813584502;-150.3384567;-146.9606978
